RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1815,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1565,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2429,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2334,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2294,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3659,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2160,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2596,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2501,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1566,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1535,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2345,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2347,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2478,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2265,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1838,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1783,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2044,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3391,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2174,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2966,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2943,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2655,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3694,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3112,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2138,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3894,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1987,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2734,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1493,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1787,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2904,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1468,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1647,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1693,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1287,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2546,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2512,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2205,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1606,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1524,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1868,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1837,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2394,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1706,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4221,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3172,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2045,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1840,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2189,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2222,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
file,isFamiliar,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_jennifer_aniston.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_M_tom_hankes.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_keira_knightley.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_Judi_Dench.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_M_nicolas_cage.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_george_Wbush.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_boris_johnson.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_bill_clinton.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_Kate_Winslet.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_F_nicola_sturgeon.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_M_michael_caine.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_angelina_jolie.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_david_cameron.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_M_Hugh_Grant.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_F_tehresy_may.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_donald_trump.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_M_robert_de_niro.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_M_Tony_Blair.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
E_F_sandra_bullock.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
P_F_hillary_clinton.jpg,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
age: 25,gender: Female,handedness: right,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
