RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3261,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
9720,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
9032,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4301,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2886,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4340,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3083,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6116,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3427,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4025,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5970,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3849,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
8118,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3172,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2907,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2493,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3633,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2612,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3323,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5109,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3911,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
10592,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
9762,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
13430,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2880,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2993,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3350,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3213,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3014,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3275,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3156,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5273,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4458,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5680,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5078,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3948,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4461,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2678,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4398,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
7510,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4148,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4465,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3035,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3427,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2544,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4498,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6825,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
10394,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2907,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4000,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3341,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
file,isFamiliar,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_Kate_Winslet.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_Judi_Dench.jpg,0,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_bill_clinton.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_sandra_bullock.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_angelina_jolie.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_M_nicolas_cage.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_F_tehresy_may.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_donald_trump.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_keira_knightley.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_david_cameron.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_F_jennifer_aniston.jpg,0,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_M_robert_de_niro.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_boris_johnson.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_Tony_Blair.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_M_george_Wbush.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_M_tom_hankes.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_F_nicola_sturgeon.jpg,0,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
P_F_hillary_clinton.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_M_Hugh_Grant.jpg,0,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
E_M_michael_caine.jpg,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
age: 34,gender: Male,handedness: right,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
