RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5840a23e462286000136b652,"04/25/2022, 20:12:52"
7092,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
6605,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3242,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3342,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
15301,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5678,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
4090,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2418,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3381,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2733,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5326,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5840a23e462286000136b652,"04/25/2022, 20:12:52"
4645,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3037,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2678,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3811,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
6712,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3183,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2552,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
8561,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5058,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
7134,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
4799,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5006,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3272,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3431,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2654,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2697,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5595,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
1968,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2525,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2343,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2382,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
6211,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3602,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3062,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
3302,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2357,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2919,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2790,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5840a23e462286000136b652,"04/25/2022, 20:12:52"
7057,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2092,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
5625,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2196,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
2228,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
4545,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5840a23e462286000136b652,"04/25/2022, 20:12:52"
file,isFamiliar,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_Tony_Blair.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_F_nicola_sturgeon.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_boris_johnson.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_donald_trump.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_M_nicolas_cage.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_jennifer_aniston.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_george_Wbush.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_Judi_Dench.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_angelina_jolie.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_M_tom_hankes.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_keira_knightley.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_F_tehresy_may.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_sandra_bullock.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_M_robert_de_niro.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_M_Hugh_Grant.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_M_michael_caine.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_david_cameron.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_F_hillary_clinton.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
P_M_bill_clinton.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
E_F_Kate_Winslet.jpg,1,5840a23e462286000136b652,"04/25/2022, 20:12:52"
age: 26,gender: Female,handedness: right,5840a23e462286000136b652,"04/25/2022, 20:12:52"
