RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5097,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2255,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3099,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1921,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4469,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3177,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2952,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1924,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2985,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5679,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2019,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1661,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2479,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2226,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4656,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1838,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1444,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2228,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2350,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5381,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1716,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2321,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6527,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2971,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3006,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2446,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1881,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2317,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2427,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1935,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2515,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
7841,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1779,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2938,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2390,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2515,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1937,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2506,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
10541,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6705,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3211,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2817,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2045,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1927,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1876,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1662,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1784,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3012,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2145,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2420,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2670,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3005,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1865,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2000,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4783,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4399,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2846,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2061,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1783,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4113,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3759,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2752,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1930,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
14279,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2464,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3386,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2255,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
10764,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1747,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
78566,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4548,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3165,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3190,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5542,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1823,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2018,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
9139,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3467,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2448,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4574,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2193,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
7501,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
7790,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2406,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6464,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2584,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6280,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3335,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
10649,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6257,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
15065,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5996,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4455,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
21060,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2349,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2724,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4558,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3087,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6000,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3092,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2503,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
32234,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6974,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2276,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2065,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2840,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6618,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2067,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2614,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4495,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1874,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2253,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3236,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1939,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2053,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1842,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2710,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5423,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3431,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3145,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2341,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2767,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2531,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3204,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2466,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2768,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4735,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3607,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3350,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2428,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5042,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2480,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
5625,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2556,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
15603,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2716,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3118,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3149,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2584,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
