RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2167,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2143,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2442,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1875,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3683,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2492,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4153,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2676,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2637,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7253,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2937,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3252,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
14230,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
14972,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2124,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4648,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4638,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
8201,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2723,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2530,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
8754,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1865,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3595,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3091,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3163,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2994,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2111,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2306,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3044,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2062,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1970,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2498,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
9683,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2041,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4525,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1919,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4206,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3750,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4350,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3545,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2979,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7720,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4518,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2287,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1896,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
24267,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2537,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2291,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2190,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2384,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
27806,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2112,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7141,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2142,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2644,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2959,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2518,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2607,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1774,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2711,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4185,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2273,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
40850,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2535,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
35650,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7648,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3572,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
15162,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2390,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2413,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
28990,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
11828,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2014,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3038,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
8087,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2859,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2212,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
24940,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2700,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2871,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
5291,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4675,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
6312,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2078,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2187,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2067,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2154,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2709,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3392,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
11480,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
10266,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3740,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2695,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
17708,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2914,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
6234,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3400,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2663,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3193,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1856,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4660,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3348,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2834,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3316,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3829,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
6603,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
25587,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2766,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4287,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
8228,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7848,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1877,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2948,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2160,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2364,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2670,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
4431,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2888,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
5283,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3383,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1949,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
7199,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3192,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1946,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
14250,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3070,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2997,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1903,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2137,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2906,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1932,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2039,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2028,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2566,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2063,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3245,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
