RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1620,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
5708,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2389,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2316,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2444,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2805,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2878,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4017,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2319,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4049,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2277,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2214,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4794,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2462,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1856,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1763,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4420,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2730,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2069,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3334,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3645,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4216,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
6383,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4235,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2827,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2145,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3682,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1732,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1902,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3476,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
6755,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1605,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1937,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4058,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2130,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2836,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
5572,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3813,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3289,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
1864,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2504,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
9951,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
4435,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3412,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2136,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2850,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2393,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
3900,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
2173,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
file,isFamiliar,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_shaharHasson.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_smootchi.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_yanai.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_tavori.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_zamir.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_ivri.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_moniMo.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_lapid.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_rita.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_liberman.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_michaeli.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_alfi.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_harLev.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_yehimovitz.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_ornaBanai.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_shaniCo.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_benet.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
E_katorza.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_peretz.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
P_shaked.jpg,1,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
age: 23,gender: F,handedness: left,6165fbcbd866befb34bf1c64,"06/13/2022, 10:27:52"
