RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4533,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2814,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3327,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
6925,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2049,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2009,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3633,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1944,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3041,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
7313,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4246,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4885,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
5559,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2862,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2608,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2321,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2607,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3871,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
8682,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2300,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1983,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1747,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1740,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1762,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2379,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2412,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1757,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2503,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2611,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2097,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2470,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2636,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2143,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2461,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2329,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4870,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2324,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2272,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2046,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2854,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2772,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1747,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3199,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2553,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2472,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1745,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2943,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2363,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
file,isFamiliar,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_katorza.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_rita.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_benet.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_yanai.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_tavori.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_michaeli.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_peretz.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_harLev.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_ornaBanai.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_lapid.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_shaniCo.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_ivri.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_moniMo.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_zamir.jpg,0,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_yehimovitz.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_shaharHasson.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_liberman.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_shaked.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
P_smootchi.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
E_alfi.jpg,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
age: 36,gender: M,handedness: right,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
