RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
7782,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
21551,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
34489,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
9593,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
4585,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
4030,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3720,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
22447,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2610,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
4060,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
1695,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2221,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2328,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
6087,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
1693,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2033,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
5140,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
1751,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2865,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3422,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3455,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
15320,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
10117,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2463,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2488,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2309,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
22215,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
134458,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
8203,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2906,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2183,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3040,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
5567,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
23423,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3880,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2728,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3742,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
7786,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3280,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2176,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3103,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
3929,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2703,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
4817,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
1878,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
4061,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
31012,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2582,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
22210,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
2534,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
file,isFamiliar,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_shaharHasson.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_shaked.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_alfi.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_michaeli.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_rita.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_liberman.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_yanai.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_yehimovitz.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_zamir.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_peretz.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_lapid.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_tavori.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_katorza.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_smootchi.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_moniMo.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_harLev.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_shaniCo.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_ornaBanai.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
P_benet.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
E_ivri.jpg,1,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
age: 29,gender: M,handedness: left,607fc87d80f8b65f2a85b77b,"06/13/2022, 07:45:55"
