RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3737,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3461,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3581,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2696,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2401,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3095,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2091,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3061,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2852,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3162,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2916,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3363,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2753,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3448,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3238,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
1961,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2594,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3614,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3063,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2758,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2076,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2597,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2273,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2087,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2213,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2806,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2297,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2218,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2559,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2020,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2655,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2715,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3226,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2715,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3674,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2282,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2903,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
1868,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
1884,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2117,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
1774,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2112,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2536,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2343,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2171,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2547,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2624,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2469,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2789,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3796,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
file,isFamiliar,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_shaked.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_harLev.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_shaharHasson.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_ivri.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_benet.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_yehimovitz.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_ornaBanai.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_rita.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_zamir.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_tavori.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_lapid.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_alfi.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_katorza.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_peretz.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_smootchi.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_michaeli.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_moniMo.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_shaniCo.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
E_yanai.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
P_liberman.jpg,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
age: 31,gender: M,handedness: left,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
