RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3581,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2892,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1973,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3252,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2072,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1728,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1648,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2318,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1881,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4205,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3211,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5002,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
7424,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2204,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4555,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2240,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3124,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2196,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4207,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2017,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
7815,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3878,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1593,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4294,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2292,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5125,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2642,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3374,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4473,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2668,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3255,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
6509,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2556,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2413,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1894,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1552,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2019,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1580,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1299,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1402,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2760,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2350,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1460,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1458,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
file,isFamiliar,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_tavori.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_moniMo.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_yehimovitz.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_smootchi.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_katorza.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_alfi.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_shaked.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_shaniCo.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_ivri.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_ornaBanai.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_lapid.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_benet.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_zamir.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_liberman.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_rita.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_shaharHasson.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_peretz.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
P_michaeli.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_harLev.jpg,0,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
E_yanai.jpg,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
age: 26,gender: F,handedness: right,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
