RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2981,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4822,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2781,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4611,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3370,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4141,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3590,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3071,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2651,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2890,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3581,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2830,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4870,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4951,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
7142,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4130,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2821,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3911,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
6603,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3041,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4831,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4177,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4211,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4241,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4426,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3949,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3820,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3951,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3551,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2711,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
6461,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
5400,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4560,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3589,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3881,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4302,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3101,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4772,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
2841,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
5732,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3666,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4721,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3332,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4067,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4762,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
7931,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3511,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
4912,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
5941,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
5467,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
3391,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
file,isFamiliar,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_katorza.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_peretz.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_shaked.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_ivri.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_tavori.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_shaharHasson.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_rita.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_zamir.jpg,0,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_ornaBanai.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_liberman.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_yehimovitz.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_shaniCo.jpg,0,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_harLev.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_benet.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_smootchi.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_yanai.jpg,0,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_alfi.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_michaeli.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
P_lapid.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
E_moniMo.jpg,1,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
age: 22,gender: F,handedness: right,5f8370c6e0804f4fb492bcdc,"06/13/2022, 14:49:42"
