RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
4983,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
3343,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2512,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1221,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1647,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1182,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1304,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2061,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
6177,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1694,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1751,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1777,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2623,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
4182,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1659,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2756,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2446,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1618,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1318,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1732,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1975,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1414,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2176,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2142,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2100,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1832,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1302,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2855,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2591,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1399,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
3045,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2477,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2134,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1534,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1623,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2717,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1663,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2886,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1608,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
1390,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2252,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
3895,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2990,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2374,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
3239,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
2542,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
file,isFamiliar,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
E_katorza2-250x341.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_benet.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
E_guri2-250x310.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_liberman2.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_smootch.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_Ivri2.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_michaeliM.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_shimi.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_lapid.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_shani.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_rita.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_ornaBanai.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_yanai.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_yehimovitz.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_shaked.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_peretz.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Politics_zamir.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_har_lev.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_mushonov.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
Entertainment_HassonShaher.jpg,1,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
age: 27,gender: F,handedness: right,612d1ec60f4f490c284effc0,"06/28/2022, 08:18:23"
