RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1550,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1473,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1481,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2813,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3053,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3864,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2630,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
5899,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1822,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1802,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2368,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3079,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2014,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
5166,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2963,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3520,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
5555,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3548,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3724,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
9870,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
6350,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3113,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1552,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
13097,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
14825,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2853,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
5541,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2183,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
6262,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2031,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1697,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
4035,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1629,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1979,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2257,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
5480,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2936,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1965,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
941,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
1347,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3613,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
2830,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
3214,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
file,isFamiliar,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
E_katorza2-250x341.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_Ivri2.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_HassonShaher.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_lapid.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_har_lev.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_shani.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_shaked.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_yehimovitz.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_rita.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_smootch.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_shimi.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_ornaBanai.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_mushonov.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_zamir.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_peretz.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Entertainment_yanai.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_liberman2.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_benet.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
E_guri2-250x310.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
Politics_michaeliM.jpg,1,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
age: 20,gender: M,handedness: right,5c460444c173f7000187ad06,"08/06/2022, 16:49:10"
