RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2467,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2323,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3552,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2539,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1925,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2625,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2149,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2149,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2175,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2948,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3817,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1616,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2799,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1314,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2039,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
5176,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2499,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3052,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1421,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2857,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1051,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2663,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2023,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
4325,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
5615,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1662,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2196,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3112,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1260,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1462,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2371,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1242,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1966,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3690,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1280,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2609,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2149,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1886,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2101,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1480,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2480,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2624,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
7304,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2193,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1495,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2216,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1197,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
file,isFamiliar,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_yanai.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_benet.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
E_katorza2-250x341.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_smootch.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_ornaBanai.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_michaeliM.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_lapid.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_mushonov.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_peretz.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_rita.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_shani.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_shimi.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_shaked.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_har_lev.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_HassonShaher.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Entertainment_Ivri2.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_liberman2.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_yehimovitz.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
Politics_zamir.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
E_guri2-250x310.jpg,1,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
age: 29,gender: F,handedness: right,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
