RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4092,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4032,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4040,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4323,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4424,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3561,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3746,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
9321,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5333,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
6907,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4815,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4353,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3057,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3942,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3852,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5424,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3703,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3706,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3909,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4210,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5937,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3043,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4643,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3601,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4203,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4162,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4992,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3166,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3541,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3489,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4183,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3600,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4306,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
14067,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5402,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4891,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4465,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3722,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5245,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3361,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4658,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
4587,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5449,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
3853,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
5681,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
6690,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
file,isFamiliar,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_yehimovitz.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_shani.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_liberman2.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_har_lev.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_ornaBanai.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
E_guri2-250x310.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_shimi.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
E_katorza2-250x341.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_shaked.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_smootch.jpg,0,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_peretz.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_zamir.jpg,0,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_mushonov.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_benet.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_lapid.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_yanai.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Politics_michaeliM.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_Ivri2.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_HassonShaher.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
Entertainment_rita.jpg,1,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
age: 33,gender: F,handedness: right,60c320a732e2f56d954a6a40,"06/24/2022, 19:57:41"
