RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4213,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4585,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3644,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1868,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4208,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5379,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3943,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3054,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4232,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5403,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
8706,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3629,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5123,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3604,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1888,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2664,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2738,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2643,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2478,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3209,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2813,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3259,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2489,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
6159,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3324,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2824,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1903,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5203,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3354,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5966,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3868,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7862,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1973,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2438,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3849,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3233,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3751,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2368,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2976,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2745,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4883,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3973,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1814,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
file,isFamiliar,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_yanai.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_benet.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_michaeliM.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_mushonov.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_shani.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_har_lev.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_shaked.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
E_katorza2-250x341.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_liberman2.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_yehimovitz.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_Ivri2.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_rita.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_shimi.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_smootch.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_peretz.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_zamir.jpg,0,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_ornaBanai.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
E_guri2-250x310.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Entertainment_HassonShaher.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
Politics_lapid.jpg,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
age: 26,gender: F,handedness: right,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
