RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
13879,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3785,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2702,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2386,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3722,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1886,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1686,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2439,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1548,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3164,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2611,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
7916,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2867,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2594,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2180,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2171,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2135,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3585,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1621,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1699,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1909,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
5697,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3277,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2173,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2507,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2340,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4158,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2319,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2135,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4457,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3470,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2258,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1829,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1923,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2175,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2396,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2966,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2456,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2509,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2110,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1737,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1931,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2457,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3969,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3252,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4947,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
file,isFamiliar,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_har_lev.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_zamir.jpg,0,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_rita.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_benet.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_yanai.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_smootch.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_ornaBanai.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_lapid.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_michaeliM.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_shaked.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_shimi.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_peretz.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
E_guri2-250x310.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_HassonShaher.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_yehimovitz.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_shani.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
E_katorza2-250x341.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_Ivri2.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Politics_liberman2.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
Entertainment_mushonov.jpg,1,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
age: 26,gender: F,handedness: right,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
