RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1743,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2372,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3049,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2493,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2736,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2586,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1824,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1361,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1432,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1176,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1272,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1778,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2058,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2522,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1427,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1490,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1953,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2024,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1494,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
7384,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
373300,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3576,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2387,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2131,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2412,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1553,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
894,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1563,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
178722,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1835,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1148,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1019,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1390,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
934,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2214,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1452,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3169,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2050,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2064,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1057,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2091,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
873,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
854,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1272,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
879,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
807,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
833,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
769,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
760,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1001,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2000,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1565,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
file,isFamiliar,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
E_guri2-250x310.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_ornaBanai.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_michaeliM.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_liberman2.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_mushonov.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_HassonShaher.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_Ivri2.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_zamir.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_smootch.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_benet.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_shaked.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_yehimovitz.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_shani.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_har_lev.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_lapid.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
E_katorza2-250x341.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_yanai.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Politics_peretz.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_shimi.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
Entertainment_rita.jpg,1,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
age: 25,gender: F,handedness: right,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
