RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1470,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2182,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1284,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1844,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2007,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1827,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1559,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1551,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1446,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2391,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2230,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1751,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1606,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4359,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2671,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
7005,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2420,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3256,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2065,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2947,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3922,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2222,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2180,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4735,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3007,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2012,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
10590,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3449,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1820,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2908,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2713,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1661,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1544,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2737,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
6030,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4090,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2852,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3403,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3094,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2167,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1994,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2693,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1691,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
file,isFamiliar,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_rita.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_har_lev.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_benet.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_mushonov.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_smootch.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
E_katorza2-250x341.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_lapid.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_yanai.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_shaked.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_zamir.jpg,0,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_peretz.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_HassonShaher.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_michaeliM.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_shani.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_yehimovitz.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_ornaBanai.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_Ivri2.jpg,0,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Politics_liberman2.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
Entertainment_shimi.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
E_guri2-250x310.jpg,1,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
age: 26,gender: F,handedness: right,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
