RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
7387,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3200,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4059,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3600,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3053,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
5358,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4375,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2830,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2797,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4102,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2979,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4502,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2915,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3296,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2720,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3451,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3034,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3494,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3524,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4524,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
5193,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3988,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
5389,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2998,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2971,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2184,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3405,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2265,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3023,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2855,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3459,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3450,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2449,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
1876,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3176,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3889,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2854,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3506,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3005,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2644,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2747,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2856,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4679,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3460,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
4199,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2534,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3117,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3699,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
2737,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
5996,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3168,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
3508,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
file,isFamiliar,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_rita.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
E_katorza2-250x341.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_shaked.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_ornaBanai.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_shani.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_michaeliM.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_lapid.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
E_guri2-250x310.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_Ivri2.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_liberman2.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_shimi.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_zamir.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_yanai.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_peretz.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_HassonShaher.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_smootch.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_mushonov.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_benet.jpg,1,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Entertainment_har_lev.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
Politics_yehimovitz.jpg,0,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
age: 23,gender: F,handedness: right,5f84ca1ebf06bb192c78bfb1,"06/26/2022, 07:21:08"
