RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2449,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2700,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2447,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1848,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2079,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2399,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2879,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3800,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
4211,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2612,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1783,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2129,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
7117,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3782,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
5415,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
4114,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2798,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2432,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2582,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2398,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2462,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2450,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
6682,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2548,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1998,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2314,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1880,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3118,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2762,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3585,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2942,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2131,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3981,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1580,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3864,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2648,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2463,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
5329,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3263,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3416,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
5583,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
3265,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2513,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2880,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
4889,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
1742,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
2524,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
file,isFamiliar,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_mushonov.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_zamir.jpg,0,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_shimi.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_peretz.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
E_guri2-250x310.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_liberman2.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
E_katorza2-250x341.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_smootch.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_yehimovitz.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_shaked.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_michaeliM.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_shani.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_Ivri2.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_har_lev.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_yanai.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_HassonShaher.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_benet.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Politics_lapid.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_ornaBanai.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
Entertainment_rita.jpg,1,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
age: 21,gender: M,handedness: right,5c7bae4ff9b9540015695df5,"06/26/2022, 07:57:32"
