RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2994,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2643,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2484,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
3806,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1772,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1691,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2379,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
5741,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
9199,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2963,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2797,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1976,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2035,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2041,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2107,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2246,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2060,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1488,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1841,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1898,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1744,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1682,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2097,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2500,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2030,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2245,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1428,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1859,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2222,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1569,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1819,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2765,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2111,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2499,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
3779,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2834,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1861,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2047,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2437,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1749,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2197,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1918,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2522,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
6555,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
5582,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1744,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2273,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2314,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2395,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2283,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
2478,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
4220,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
1462,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
file,isFamiliar,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Ewan_McGregor.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_Michael_Gove.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_Sajid_Javid.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_F_nicola_sturge.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_Tony_Blair.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Michael_McIntyr.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_F_Dawn_Roma_French.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Jimmy_Carr.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_F_Theresa_May.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Simon_Pegg.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_F_Jennifer_Saunders.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_david_camer.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_Gordon_Brown.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_jeremy_corbyn.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_F_Sarah_Millican.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Peter_Kay.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_keir_starmer.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_M_Russell_Howard.png,1,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
E_F_Julie_Walters.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
P_M_nigel_farage.png,0,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
age: 30,gender: Male,handedness: right,5fb867b2efe4a55abcf54f1f,"07/12/2022, 15:42:12"
