RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2791,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1395,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2045,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3047,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2078,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4122,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1429,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2314,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3566,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4396,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
5095,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2250,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3629,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2251,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4181,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2623,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3004,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1604,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2507,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1823,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2418,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3036,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3296,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4723,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3512,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
5388,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1678,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
6723,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3176,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2904,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2610,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3418,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2337,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3643,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2203,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3378,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2047,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2036,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2640,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3610,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2757,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2261,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2007,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2427,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2286,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1886,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2909,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2509,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1774,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3454,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3734,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2656,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2774,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
file,isFamiliar,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Jimmy_Carr.png,1,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_nigel_farage.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Michael_McIntyr.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_david_camer.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Ewan_McGregor.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_F_Julie_Walters.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_F_Sarah_Millican.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Peter_Kay.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_jeremy_corbyn.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_F_Dawn_Roma_French.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_Gordon_Brown.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_Sajid_Javid.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_Tony_Blair.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_Michael_Gove.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Simon_Pegg.png,1,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_M_keir_starmer.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_F_Theresa_May.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_M_Russell_Howard.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
E_F_Jennifer_Saunders.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
P_F_nicola_sturge.png,0,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
age: 25,gender: Male,handedness: right,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
