RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2230,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2293,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3155,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2877,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3301,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2327,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2374,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2908,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3347,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3767,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2167,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4812,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2404,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3326,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4044,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3859,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2092,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4697,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3503,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5322,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3972,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4744,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3674,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2603,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2694,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
1789,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2913,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2048,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4452,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2558,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
1860,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2801,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2601,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2730,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
1941,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3829,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2892,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2915,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4770,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3165,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6070,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2432,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3492,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2964,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3484,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3017,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2664,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5349,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3687,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4554,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
file,isFamiliar,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Ewan_McGregor.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_F_Sarah_Millican.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_F_Jennifer_Saunders.png,0,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_david_camer.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Michael_McIntyr.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_nigel_farage.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_F_Julie_Walters.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_F_Theresa_May.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_jeremy_corbyn.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_keir_starmer.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_Tony_Blair.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Peter_Kay.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Russell_Howard.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Jimmy_Carr.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_Sajid_Javid.png,0,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_F_nicola_sturge.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_Gordon_Brown.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_F_Dawn_Roma_French.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
E_M_Simon_Pegg.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
P_M_Michael_Gove.png,1,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
age: 29,gender: Female,handedness: right,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
