RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2533,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2273,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3079,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2013,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2058,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2379,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2962,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
4251,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
1961,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3165,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2894,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3143,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
1995,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2722,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2728,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3491,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2832,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2639,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2227,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2426,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
5082,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2380,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2524,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2302,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2160,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
4478,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3494,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2412,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2113,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
1946,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2333,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2583,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2782,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2568,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2099,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3518,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2825,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
6965,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2695,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3761,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
1925,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
2232,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
1852,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
3510,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
4597,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
file,isFamiliar,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Peter_Kay.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Simon_Pegg.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_keir_starmer.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_Tony_Blair.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_F_Theresa_May.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_Sajid_Javid.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_F_Jennifer_Saunders.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Jimmy_Carr.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_jeremy_corbyn.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_Michael_Gove.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Ewan_McGregor.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Michael_McIntyr.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_F_Sarah_Millican.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_Gordon_Brown.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_F_Julie_Walters.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_nigel_farage.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_M_david_camer.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
P_F_nicola_sturge.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_F_Dawn_Roma_French.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
E_M_Russell_Howard.png,1,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
age: 34,gender: Female,handedness: right,60ddcc052137212419247c3c,"06/30/2022, 11:51:46"
