RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2194,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2634,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4611,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1868,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4687,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
8907,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4826,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2409,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2576,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2309,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2708,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2454,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1909,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2131,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4210,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2634,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2432,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1839,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3799,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3261,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
5486,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3625,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2455,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2232,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1956,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1851,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1867,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
1972,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4761,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3571,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2067,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4960,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
7889,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3597,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2666,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2409,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4096,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2752,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4825,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2174,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
6620,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4644,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4535,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
19328,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3885,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
7546,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3949,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
3800,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
4950,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
2177,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
file,isFamiliar,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_keir_starmer.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_F_Sarah_Millican.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Russell_Howard.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_Sajid_Javid.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_Gordon_Brown.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Simon_Pegg.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_F_Theresa_May.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_F_Dawn_Roma_French.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_F_Jennifer_Saunders.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_david_camer.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_F_nicola_sturge.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Ewan_McGregor.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Jimmy_Carr.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_Tony_Blair.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Peter_Kay.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_F_Julie_Walters.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
E_M_Michael_McIntyr.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_Michael_Gove.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_jeremy_corbyn.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
P_M_nigel_farage.png,1,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
age: 27,gender: Male,handedness: left,60d0a967955501a6a76b2bb7,"06/30/2022, 09:25:48"
