RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1543,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1634,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1762,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
4045,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
10126,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
6549,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
7086,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2103,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1097,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1473,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2871,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3131,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
6903,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
940,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2683,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1738,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3015,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1280,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2954,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3246,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1593,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1856,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2529,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1796,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
14997,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3736,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1673,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3218,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1591,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2703,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1743,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
5512,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2931,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2758,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1889,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1746,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1521,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1433,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2906,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
5374,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
5497,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
2359,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
4019,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1437,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1696,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
3566,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
8592,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
1683,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
file,isFamiliar,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_F_nicola_sturge.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Russell_Howard.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Simon_Pegg.png,0,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_nigel_farage.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_Tony_Blair.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_Gordon_Brown.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_F_Sarah_Millican.png,0,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_F_Dawn_Roma_French.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Jimmy_Carr.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_Sajid_Javid.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_Michael_Gove.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Ewan_McGregor.png,0,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_jeremy_corbyn.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_keir_starmer.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Peter_Kay.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_M_david_camer.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
P_F_Theresa_May.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_M_Michael_McIntyr.png,1,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_F_Jennifer_Saunders.png,0,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
E_F_Julie_Walters.png,0,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
age: 25,gender: Female,handedness: right,604fa685e33606f9a0ee8189,"06/30/2022, 13:21:52"
