RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1375,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1825,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1378,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1388,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1505,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1658,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1840,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1849,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1555,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1733,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1762,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2860,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1558,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1459,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
3575,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1541,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1232,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1486,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1981,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2341,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2343,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1853,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1664,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
3078,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1422,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1362,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1141,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1003,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1090,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1087,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2170,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1181,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1146,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1972,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1776,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1247,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
3156,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2107,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
3158,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1598,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1193,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1723,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2599,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2440,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2069,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
2603,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1594,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1601,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1548,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
1439,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
file,isFamiliar,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_F_Dawn_Roma_French.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_F_Julie_Walters.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_Michael_Gove.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_jeremy_corbyn.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_F_Jennifer_Saunders.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Peter_Kay.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_Tony_Blair.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_F_Theresa_May.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_Gordon_Brown.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_F_nicola_sturge.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Russell_Howard.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_david_camer.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_Sajid_Javid.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Simon_Pegg.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_nigel_farage.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Ewan_McGregor.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Jimmy_Carr.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
P_M_keir_starmer.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_F_Sarah_Millican.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
E_M_Michael_McIntyr.png,1,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
age: 31,gender: Male,handedness: right,5ef0c9b95817dc145532fcee,"06/30/2022, 12:02:04"
