RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1643,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1784,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2495,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2563,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2266,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2272,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2181,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2141,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1775,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
4359,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1959,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1752,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1961,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2859,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1742,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2892,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2218,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
3516,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1710,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2330,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2140,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1885,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1879,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2094,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1832,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2055,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1774,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2594,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1817,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2355,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1783,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1757,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
3078,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2332,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
4095,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2865,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2392,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1911,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2890,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2437,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1914,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2298,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
3788,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2260,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
1963,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2365,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
2485,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
file,isFamiliar,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_keir_starmer.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_david_camer.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Jimmy_Carr.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Russell_Howard.png,0,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_Gordon_Brown.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_F_Sarah_Millican.png,0,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_F_Dawn_Roma_French.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Peter_Kay.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_F_nicola_sturge.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Michael_McIntyr.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_Sajid_Javid.png,0,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Ewan_McGregor.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_F_Jennifer_Saunders.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_Tony_Blair.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_jeremy_corbyn.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_F_Theresa_May.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_M_Simon_Pegg.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_Michael_Gove.png,0,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
P_M_nigel_farage.png,0,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
E_F_Julie_Walters.png,1,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
age: 34,gender: Female,handedness: right,5e9375259c9687000b26ec11,"06/30/2022, 09:44:46"
