RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4527,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4505,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2633,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
6414,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4215,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2707,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2463,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
5391,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3586,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4086,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4925,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4659,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4852,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4191,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
5473,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
11340,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3402,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2479,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
6648,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2123,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4751,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4805,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2151,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
7282,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4193,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
5061,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2486,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3407,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3769,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3405,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2795,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4499,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3625,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2171,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3787,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
5371,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2429,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3759,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
4634,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3249,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
3673,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
2319,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
7424,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
10638,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
5303,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
file,isFamiliar,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_david_camer.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_F_Dawn_Roma_French.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_Tony_Blair.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Michael_McIntyr.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_F_Theresa_May.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_F_nicola_sturge.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Simon_Pegg.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Ewan_McGregor.png,0,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_Michael_Gove.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_F_Jennifer_Saunders.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_Gordon_Brown.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_Sajid_Javid.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_F_Sarah_Millican.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_F_Julie_Walters.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Russell_Howard.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Jimmy_Carr.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_jeremy_corbyn.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
E_M_Peter_Kay.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_nigel_farage.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
P_M_keir_starmer.png,1,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
age: 31,gender: Female,handedness: right,578a060882f7f90001ee801e,"06/30/2022, 09:34:31"
