RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1889,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1782,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2467,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3051,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2113,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1980,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2531,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2100,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
4326,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2040,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2390,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3558,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2676,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2141,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2126,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2270,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1621,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
4822,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1926,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1817,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2948,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1735,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3679,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3341,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2031,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1808,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3082,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2199,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
5334,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1682,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2970,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2463,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3974,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3005,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2378,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2127,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2033,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2803,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2350,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2365,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2393,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1839,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
3265,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
2323,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
1873,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
file,isFamiliar,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_nigel_farage.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_Michael_Gove.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Jimmy_Carr.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_david_camer.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Peter_Kay.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_F_Dawn_Roma_French.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_F_Theresa_May.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Michael_McIntyr.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Ewan_McGregor.png,0,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_F_nicola_sturge.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_keir_starmer.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Russell_Howard.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_M_Simon_Pegg.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_F_Sarah_Millican.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_F_Jennifer_Saunders.png,0,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_Gordon_Brown.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_Tony_Blair.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_jeremy_corbyn.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
P_M_Sajid_Javid.png,1,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
E_F_Julie_Walters.png,0,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
age: 26,gender: Female,handedness: right,628274610bc63ba394a1082c,"06/30/2022, 11:50:29"
