RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3077,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3242,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3611,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2921,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2471,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2038,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1549,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1811,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3334,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1878,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1620,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1989,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1641,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1744,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1921,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4151,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4229,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4059,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1749,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1615,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1564,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
899,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2602,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2504,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3191,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1585,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6373,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2000,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2032,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1656,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1726,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1815,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1984,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3594,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1947,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1951,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1649,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1773,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1729,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1892,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3670,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2540,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2398,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2148,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2541,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
file,isFamiliar,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_M_michael_caine.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_keira_knightley.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_boris_johnson.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_Judi_Dench.png,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_M_Hugh_Grant.png,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_bill_clinton.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_george_Wbush.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_M_robert_de_niro.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_sandra_bullock.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_M_tom_hankes.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_F_nicola_sturgeon.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_david_cameron.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_Tony_Blair.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_Kate_Winslet.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_angelina_jolie.png,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_F_hillary_clinton.png,1,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_M_donald_trump.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_M_nicolas_cage.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
E_F_jennifer_aniston.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
P_F_tehresy_may.png,0,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
age: 35,gender: Female,handedness: left,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
